"Data Source","World Development Indicators",

"Last Updated Date","2018-08-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Middle East & North Africa (excluding high income)","MNA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","34.7837027343605","34.5032462816844","38.3180049779337","38.3936342114291","47.3083753099507","61.1189016033987","67.4673604988209","69.0911646274847","81.3372703793984","84.1991361341821","87.5125132758305","80.457144886144","83.6572455870761","84.3377136680434","81.8938260144886","85.1832031342053","86.5257337348231","85.5723913756733","88.3811164202474","89.704942925434","90.7142140693282","90.4326582531739","89.0480079687036","88.3825027523779","89.3976883499576","88.8111441515921","89.2311403206309","88.9017490545842","90.1656585265353","91.4632474773122","90.9764425194194","90.1619091635187","86.3138271876436","87.742473703643","86.807668190826","85.2760636653344","86.6396797104164","",
"Montenegro","MNE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","92","95","92","94","95","94","94","91","89","89","",
"Mongolia","MNG","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","76","78","79","79","77","80","81","80","82","84","84","81","64","79","78","88","90","92","94","94","94","95","98","98","99","99","99","95","96","95","96","99","99","98","99","99","99","",
"Northern Mariana Islands","MNP","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","56","43","38","32","29","32","39","38","47","46","46","50","49","55","57","60","62","65","68","70","73","76","85","83","80","78","75","75","74","74","76","76","78","79","80","80","",
"Mauritania","MRT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","18","20","20","21","27","32","30","28","28","33","29","39","44","50","55","50","28","16","53","51","75","89","76","70","71","68","75","74","64","64","75","80","80","84","73","73","",
"Mauritius","MUS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","89","82","94","89","85","88","86","84","86","85","85","91","88","88","89","93","89","90","89","85","88","92","88","99","98","97","97","97","99","99","99","98","98","98","97","97","96","",
"Malawi","MWI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","58","66","64","63","58","55","57","78","82","87","87","87","87","91","82","89","90","95","96","85","75","90","64","84","89","93","99","87","91","93","93","97","96","89","91","88","84","",
"Malaysia","MYS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","67","66","73","58","54","57","62","69","68","84","90","92","94","91","95","98","97","98","97","97","98","96","94","96","95","96","95","97","97","97","96","96","97","97","97","99","98","",
"North America","NAC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","96","96","96","97","97","96","97","95.907454516899","96.0061035116025","93.3710062139369","89.8208645536899","86.1768171966033","83.5412683625744","88.181127263268","93.909422676669","94.2795218714081","94.5517935409471","95.1227213454823","95.4844670958933","95.4961733266607","93.5894577010865","93.5999443250068","93.530379005635","95.6155708220445","95.6192726873985","95.7715420473125","95.9247784106511","95.8430139449733","95.6783665680922","94.6703753532195","94.4945865463662","95.2199895466604","94.0873077516374","93.7345021741939","94.6427887410013","94.6414753007035","94.6414389373954","",
"Namibia","NAM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","70","73","79","74","70","66","74","72","79","78","77","79","81","86","86","86","83","83","83","82","84","89","88","92","92","",
"New Caledonia","NCL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","6","6","5","5","4","5","7","9","13","22","19","20","20","20","23","23","25","29","32","34","36","39","41","43","45","51","57","67","71","70","75","71","67","68","65","67","",
"Nigeria","NGA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","9","16","22","29","36","47","56","39","43","29","44","34","26","21","32","31","29","27","25","29","33","36","40","42","53","63","54","48","42","46","49","49","49","",
"Nicaragua","NIC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","16","23","27","24","33","39","45","51","47","68","70","75","81","81","81","80","80","80","73","79","83","87","85","86","79","86","88","93","97","98","98","98","98","98","98","98","98","",
"Netherlands","NLD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","96","96","97","97","97","97","97","97","97","97","97","97","98","97","97","97","97","97","97","97","97","97","97","98","98","96","96","97","97","97","97","97","97","97","96","95","95","",
"Norway","NOR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","90","90","85","83","80","83","83","86","96","98","94","93","97","97","95","93","92","90","91","93","92","92","91","94","93","94","94","93","94","95","94","93","95","96","",
"Nepal","NPL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","8","16","18","23","27","32","38","46","45","44","43","46","49","51","54","54","65","78","71","65","74","72","72","78","80","75","89","82","82","89","82","92","90","92","92","91","87","",
"Nauru","NRU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","67","67","61","55","67","75","74","70","67","63","60","56","53","50","72","64","44","95","80","80","80","80","72","99","99","99","99","99","79","87","95","91","91","",
"New Zealand","NZL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","76","72","73","73","83","72","70","67","69","80","90","81","81","83","84","89","88","86","81","88","90","90","90","90","89","89","89","88","89","92","93","95","93","92","93","92","92","",
"OECD members","OED","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","69.7677760425761","75.6893266289737","75.734912106212","76.4608710090176","80.130198494572","76.737438551637","79.2798342194593","83.2063319349747","83.3303907971332","85.193922071572","82.6069149147578","87.0483224222928","87.1763068044918","86.1727367301439","90.7088639312873","89.3306330566198","92.1866568391704","90.1682560539562","90.7124570058975","92.1855357704222","92.5640369172302","94.1332913319376","93.4040406678691","93.7357334957613","94.9631943852908","95.509385050934","95.9328744388776","96.1569458885779","95.8836535940845","95.3903552743086","95.4970826861974","96.2561011263432","96.2363906303794","93.6970062945814","94.3467881027633","94.3779715252618","96.0021826918806","",
"Oman","OMN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","18","19","24","31","45","60","82","89","90","98","98","95","99","97","97","99","99","99","99","99","99","99","99","99","99","99","98","99","99","98","99","99","98","98","99","99","99","",
"Other small states","OSS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","49.230742941189","54.8654932159883","59.6323030801475","67.8000304100982","72.637153817723","76.6696612385356","80.6171104670396","84.9730989238593","79.4580500726457","79.1017026198749","79.8933346393065","83.0842005156256","80.6887432679054","79.9009793890372","78.9303935330849","78.5638977956314","73.8329452097165","75.8850604365401","76.768184370576","77.0751403991248","78.5348267029405","78.8661533578198","80.5573942930049","81.547064451017","85.3600413157094","86.5600662996108","86.4295069541444","85.5342305603074","86.1866174385148","87.5367568964926","86.7017290406131","85.8188780719245","86.9970507636019","87.0075631037342","",
"Pakistan","PAK","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","2","3","5","15","23","30","34","36","38","40","54","50","42","37","39","58","46","52","55","58","62","65","68","67","65","77","78","75","62","71","82","74","72","72","72","72","72","",
"Panama","PAN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","47","78","60","60","59","73","70","72","75","70","86","82","77","83","83","86","91","95","98","92","98","99","99","98","95","92","88","85","86","85","94","87","85","80","80","73","73","",
"Peru","PER","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","16","20","23","23","28","48","50","43","60","58","72","71","83","87","87","90","94","90","94","99","98","90","95","94","86","77","94","93","93","93","93","91","95","88","88","90","89","",
"Philippines","PHL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","47","54","54","55","57","59","66","72","79","86","88","90","80","76","73","70","75","81","81","80","78","79","79","84","88","89","88","87","91","87","79","87","88","89","67","60","86","",
"Palau","PLW","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","98","81","99","78","99","98","93","89","67","99","98","91","96","96","96","98","99","99","98","98","98","94","92","49","69","84","89","99","95","90","98","",
"Papua New Guinea","PNG","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","32","32","29","27","34","40","44","44","48","53","68","68","58","58","61","62","56","45","60","60","59","55","61","68","62","72","72","71","63","73","67","72","74","79","73","73","72","",
"Poland","POL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","96","96","95","95","95","94","95","96","96","96","96","95","95","95","96","96","97","98","98","98","98","98","99","99","99","99","99","99","99","99","99","99","99","99","98","98","98","",
"Pre-demographic dividend","PRE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","25.0253220899949","29.9644604709876","34.2398698667205","41.0994011662105","45.6724772824849","51.0862779826886","54.9809939420898","48.3717141406665","49.8903311808924","47.4338040474387","50.2033366560199","48.8847825159929","46.8688056951376","45.4993523807843","47.7670471880543","48.1622482170195","50.5783301659197","51.5207231720092","52.8679784746152","56.0961687640693","59.6414953689682","62.1199859442017","63.6684926508572","66.7995003301311","69.5675151173216","73.0419346098621","71.6547742667054","71.6645733807549","70.4354125924837","70.3607703054122","71.4338668519991","71.1188208732115","71.5662353039377","",
"Puerto Rico","PRI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","50","52","51","52","67","55","61","86","87","97","98","97","90","90","77","64","50","37","43","50","56","62","64","68","72","79","89","92","92","93","93","94","96","93","93","96","96","",
"Portugal","PRT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","73","75","78","79","78","72","81","83","81","88","89","96","94","93","97","93","95","94","97","97","96","97","98","99","95","93","97","97","97","96","98","97","98","98","98","98","98","",
"Paraguay","PRY","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","17","28","34","45","67","57","53","58","56","61","67","66","73","66","71","68","72","75","79","82","86","89","87","86","92","96","98","95","89","85","89","89","87","86","87","93","93","",
"West Bank and Gaza","PSE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","54.4094345566231","56.813047318612","52.3966642329105","61.6076590404912","63.0369018384549","60.6095952155845","61.8042607229654","78.0112265002873","84.2959215217526","83.0219006729142","88.8002383986189","86.7401540743182","87.5665094149429","86.371154495442","84.3757443974299","84.8938770758963","85.9772559416722","82.1851203416896","82.3664185277088","86.1540447338509","87.1032126032898","84.8029739048664","84.019634907366","86.0259044129113","84.2082798084783","84.955161284088","86.5095322948401","86.147216626819","82.7989009769094","86.0931076620037","86.504548496193","89.7853503746144","89.0925365515733","88.2243857550382","84.6959640255686","87.9307169726574","88.0135958295938","",
"Post-demographic dividend","PST","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","83.1257790785503","85.2383287867003","86.5262166132714","88.3409507429496","86.4011944344803","89.1152390944071","86.7425624254488","87.496885326468","89.8209766726839","87.8794166265959","88.3765509278283","87.3703968629594","88.0013531736404","91.0922200695815","91.4276763784735","93.8637514849484","90.6431957894613","90.9596427012628","93.0351865509928","92.6766608760934","94.3874712330792","94.5233154369086","95.1348988107402","95.4526649240522","95.6154591540207","96.1210195291427","95.7662803870316","95.5387687578504","94.2925210945026","93.5594813810989","93.9571380197423","94.8463691265033","94.5055593860208","92.5341600249517","92.5165003091908","92.4841875151116","",
"French Polynesia","PYF","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","61","43","37","49","60","71","72","72","69","81","82","86","88","90","91","92","92","92","94","92","80","93","96","92","96","97","96","94","97","99","97","93","92","97","89","99","98","",
"Romania","ROU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","95","89","92","96","96","96","98","98","91","98","98","98","97","97","97","99","99","98","97","97","97","97","96","96","95","94","89","91","92","94","89","89","",
"Russian Federation","RUS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","79","88","78","84","88","91","95","96","96","97","96","97","98","98","98","98","98","97","97","97","97","97","97","97","",
"Rwanda","RWA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","17","38","59","55","50","87","88","80","82","84","91","85","83","23","83","89","73","79","85","90","77","88","96","89","95","99","97","97","97","97","97","98","98","98","98","98","",
"South Asia","SAS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","6.18220167782874","5.83952262582346","10.7489298503492","13.4215119100765","16.0066029611045","18.462342608982","20.7151687425825","29.3078748197371","37.8816240950482","48.8332173654781","67.0615920826175","57.4525856644694","54.9984349100361","58.8355041526805","64.3344880291181","68.1579288531065","64.3014262311601","62.3310421865366","61.6234140131037","60.6923712373214","60.6972367956477","62.1981443904311","62.3978531157314","64.3686408660401","66.9868297765426","69.3634628564224","69.807397788468","68.7281877807591","71.6983919677122","75.8468927434642","80.5887849218196","82.0381703112249","81.5258497312303","82.3199711313434","83.729721812888","85.1836172075768","85.7857011226263","",
"Saudi Arabia","SAU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","41","53","62","67","76","81","86","89","89","96","92","91","91","94","95","96","93","92","94","93","95","97","95","95","96","96","96","96","98","98","98","98","98","98","98","98","98","",
"Sudan","SDN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","1","1","2","3","4","8","14","27","40","60","62","62","53","51","46","48","56","55","46","55","62","66","60","69","74","78","78","84","86","81","90","93","92","93","94","93","93","",
"Senegal","SEN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","54","57","59","47","51","51","59","58","57","80","70","59","59","60","52","52","60","73","87","84","89","94","88","86","89","92","91","92","89","89","93","",
"Singapore","SGP","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","84","87","83","84","77","78","91","96","90","90","85","91","89","92","95","98","97","98","97","97","98","96","94","96","95","96","95","97","97","97","96","96","97","97","96","96","97","",
"Solomon Islands","SLB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","46","35","23","27","45","38","42","66","69","67","77","76","71","65","68","69","72","72","70","88","86","84","78","84","90","89","99","90","89","92","90","99","99","94","88","98","99","",
"Sierra Leone","SLE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","44","38","53","73","65","65","64","64","77","84","86","89","91","92","83","86","84","",
"El Salvador","SLV","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","44","42","42","21","31","55","50","53","63","64","80","61","60","79","90","99","96","97","99","94","99","92","81","94","90","89","96","99","98","91","89","89","92","92","94","91","93","",
"San Marino","SMR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","99","99","99","99","99","99","99","99","88","99","99","99","","99","96","96","96","96","98","95","95","92","87","92","79","86","96","69","80","76","66","",
"Somalia","SOM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","2","5","5","10","22","17","25","26","18","19","20","21","22","23","22","21","19","33","36","33","33","40","40","30","35","26","40","31","42","45","41","42","42","42","42","42","",
"Serbia","SRB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","85","85","89","91","94","93","92","95","93","95","89","88","98","92","94","95","95","91","94","91","95","93","95","92","",
"Sub-Saharan Africa (excluding high income)","SSA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","26.6069833368309","30.2570453484487","34.7204992189611","41.2671656609561","44.8436620341491","50.5442359517973","56.6904890006367","49.0994225634756","49.4571992549283","49.2518789766268","54.0307379923949","52.9201624572755","50.6354546444853","49.4616924166521","50.0785938883088","48.7260845657843","51.4492921658327","51.6745159808154","53.1058068431481","56.0598083532124","59.2227738812883","62.2031744584941","64.1379599340744","67.4847208578601","69.7736563268889","72.8505931901511","72.0344245501394","72.0869886525825","71.641943413429","72.2092570466427","74.0571531998997","73.5151007130988","73.5737212672109","",
"South Sudan","SSD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","59","45","39","31","26","",
"Sub-Saharan Africa","SSF","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","26.6149277701418","30.2629805802401","34.7266406512337","41.271811340387","44.8482593811647","50.5484276944022","56.6942009851744","49.1034963863194","49.4610736861613","49.2556796263495","54.0340741546494","52.9235537473225","50.6390451222815","49.4650730229249","50.081808570776","48.7291993223143","51.4520917146956","51.6770344959348","53.1085622799387","56.062421889654","59.2252095088708","62.2054089487951","64.1400719270321","67.4865384423386","69.7752743476097","72.8519852163552","72.0358155735453","72.0883640569434","71.6432434316627","72.2105171239134","74.0583550327284","73.5162071184245","73.5747636362666","",
"Small states","SST","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","54.6661891476399","53.1951687763713","58.4168254393718","62.4670389936758","69.0881401258205","74.6427471058077","77.4722758508958","81.0626995172041","85.3695104702687","80.9159593728135","80.750658322062","82.0966395244398","84.4826794565573","82.6533720534173","82.1282943895966","81.2274453016444","80.8106121064894","77.4372252546776","79.3802105502528","80.3548811875262","80.4386002356039","81.4136925671416","81.8656361802937","83.3041415314657","83.7026801938219","86.4097521988792","86.9927195826576","87.254228206982","86.8364486694142","87.2845198054481","88.5923285551111","87.7185597845312","86.7087830491395","87.8745542980702","88.3381709591191","",
"Sao Tome and Principe","STP","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","42","34","26","49","48","65","72","77","63","92","87","68","60","83","79","68","73","73","78","82","92","92","94","96","97","97","97","99","98","98","96","96","97","95","96","96","",
"Suriname","SUR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","25","27","61","85","80","84","80","71","64","72","83","75","74","76","74","84","85","81","90","85","71","68","73","75","85","83","84","84","85","87","96","86","84","86","85","89","91","",
"Slovak Republic","SVK","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","98","97","96","96","",
"Slovenia","SVN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98","98","98","94","91","92","91","92","93","95","94","95","97","97","97","96","96","96","96","95","95","95","94","",
"Sweden","SWE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","98","98","98","98","98","98","98","98","98","98","98","98","",
"Swaziland","SWZ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","30","39","43","50","61","74","86","89","89","89","79","93","89","96","82","82","82","83","83","84","84","85","85","86","86","87","87","88","88","89","91","95","98","98","90","90","",
"Sint Maarten (Dutch part)","SXM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","13","55","97","95","86","94","89","94","97","99","98","96","96","96","97","99","98","99","99","98","96","99","99","99","99","99","99","99","99","99","99","98","98","99","97","96","",
"Syrian Arab Republic","SYR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","13","14","15","21","25","29","86","42","59","94","91","89","89","90","89","89","88","87","87","86","84","82","84","83","81","80","80","80","79","80","80","72","45","41","43","41","42","",
"Turks and Caicos Islands","TCA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","1","3","3","10","14","14","20","20","18","10","13","18","18","20","24","35","45","36","26","25","23","21","25","40","28","19","24","39","33","40","39","37","46","46","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","44.9287851859625","56.0111226228284","64.3347658465328","68.4100840319799","68.2664829186134","84.7336858575418","87.4802161204749","90.6081868074332","88.438588829862","85.2603361599713","83.2389317742531","81.7030849959888","78.7764988616797","81.2884425831601","82.7604040808564","82.907214266547","83.0530067972414","83.3286522741872","83.6982635735826","81.8174889682584","83.7625411834476","84.7655870585167","84.6608913801989","88.4838804987439","88.5272412328147","92.0301259264932","93.5300093246708","93.1716373723922","93.78873468414","94.3263155961806","92.4744515662417","91.8891651924754","91.4988729390542","93.6141789203126","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.8205937873725","76.9046340714579","85.7973824969376","83.0780490332724","86.5512868424365","89.3543674892938","90.6906282179678","91.3450513755445","93.0079683578393","93.8334782994332","91.5956383250924","87.6671558535384","92.6499549928093","94.8789426412739","94.624334267297","95.8727693494651","95.7463358417949","94.2487263470079","92.8374195909561","92.7595822540179","95.0657915183787","95.5698933837628","91.0546707340571","91.5530490860833","90.7570345437011","",
"Togo","TGO","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","9","14","18","11","24","37","61","54","72","77","73","69","66","62","58","50","42","42","57","64","50","59","72","71","82","84","82","81","78","83","85","84","84","87","88","89","",
"Thailand","THA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","49","52","49","49","53","62","66","75","80","84","92","90","85","89","93","96","94","95","96","97","97","96","96","98","98","98","98","98","99","99","99","99","99","99","99","99","99","",
"Tajikistan","TJK","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","64","81","80","75","81","79","82","83","85","85","85","86","84","83","86","86","93","93","96","94","96","97","96","96","",
"Turkmenistan","TKM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","73","90","93","97","98","99","98","97","95","98","83","97","99","98","98","96","96","96","97","97","98","98","99","98","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","36.6115358107687","41.6820705522927","45.8117356055886","48.6841818675823","55.627740232887","54.8878829109788","55.3349435152659","58.4014730881372","61.8005150731914","63.4345659980174","67.5818946498313","77.5282574071102","77.044767220039","78.2937566320989","79.8196929120406","82.9346231181779","81.5738415095051","82.6579716972031","85.6505872741887","88.6393845648162","90.6693770311681","90.0294586827344","91.282313166958","92.8864879926399","93.2891800350936","93.6692973685163","93.4455401561123","92.795109365757","92.0465463580435","93.6675997051466","93.1818944079191","92.7609401236672","93.1005855584577","89.6109203666309","88.3515024400717","89.9808535768814","89.4206229152158","",
"Timor-Leste","TLS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","55","57","55","63","70","79","72","72","67","83","82","77","76","85","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","34.7837027343605","34.5032462816844","38.3180049779337","38.3936342114291","47.3083753099507","61.1189016033987","67.4673604988209","69.0911646274847","81.3372703793984","84.1991361341821","87.5125132758305","80.457144886144","83.6572455870761","84.3377136680434","81.8938260144886","85.1832031342053","86.5257337348231","85.5723913756733","88.3811164202474","89.704942925434","90.7142140693282","90.4326582531739","89.0480079687036","88.3825027523779","89.3976883499576","88.8111441515921","89.2311403206309","88.9017490545842","90.1656585265353","91.4632474773122","90.9764425194194","90.1619091635187","86.3138271876436","87.742473703643","86.807668190826","85.2760636653344","86.6396797104164","",
